"","D_10_R1.sam","D_10_R2.sam","D_10_R3.sam","D_18_R1.sam","D_18_R2.sam","D_18_R3_T1.sam","D_18_R3.sam","D_18_R4.sam","D_25_R1.sam","D_25_R2.sam","D_25_R3.sam","D_34_R1.sam","D_34_R2_T1.sam","D_34_R2.sam","D_34_R3.sam","D_34_R4.sam","L_10_R1.sam","L_10_R2.sam","L_10_R3.sam","L_18_R1.sam","L_18_R2.sam","L_18_R3.sam","L_18_R4.sam","L_25_R1.sam","L_25_R2.sam","L_25_R3.sam","L_34_R1.sam","L_34_R2.sam","L_34_R3.sam","L_34_R4_T1.sam","L_34_R4_T2.sam","L_34_R4_T3.sam","L_34_R4.sam"
"MED134_11506",1935,1978,1297,2149,2583,1829,2618,1643,3392,1831,2584,1757,1868,3233,1928,1963,1513,997,1588,2287,968,1389,1268,2343,2228,1869,2994,1864,1877,2014,1815,1836,3544
"MED134_11511",14760,14737,10723,18632,20704,14625,22958,12664,24805,14102,20930,15800,17192,32468,21190,15961,12068,8827,11709,20368,8677,11548,11246,18818,16555,14903,22923,13972,15285,20748,21145,19335,31355
"MED134_11516",14408,12288,18275,17448,18449,12508,20226,12762,17937,14239,13969,13831,10714,21959,16900,17006,12104,12538,13967,20808,10345,14568,11430,16011,17968,13369,23217,12837,12707,13331,10704,12010,24375
"MED134_11521",2021,2087,1461,2393,3060,1865,2940,1680,3265,2052,3435,2125,2168,3890,3103,2520,1609,1027,1700,2293,1248,1601,1330,2716,2185,2239,2990,2357,2417,3320,3130,2930,4198
"MED134_11526",1533,1578,1688,1985,2387,1544,2259,1354,2652,1790,2589,2079,1962,3468,3230,2469,1268,983,1679,2242,1194,1696,1473,2022,2063,2064,2815,2237,2296,2992,3029,2646,3887
"MED134_11531",1487,1506,1662,2083,2543,1629,2665,1480,2816,1802,2574,2263,2293,4161,3737,3589,1154,899,1547,2223,1201,1494,1332,2213,1979,2069,3496,2584,3056,3310,3137,2984,4583
"MED134_11536",423,447,399,466,667,389,729,388,673,504,830,684,755,1312,1086,851,275,268,407,569,404,393,372,533,533,642,783,765,776,942,764,735,1331
"MED134_11541",1304,1535,1623,2039,2301,1691,2594,1458,3181,1968,2987,1954,2161,3804,2621,2229,1067,843,1738,2048,1207,1531,1194,2163,2100,2205,3402,2596,2186,2726,2573,2471,4079
"MED134_11546",884,1204,1094,2018,2355,1586,2390,1395,2153,1439,1753,1847,1756,3127,2253,1940,802,731,1017,1857,1171,1243,1347,1547,1537,1491,2417,1940,1636,2075,1941,1756,2768
"MED134_11551",204,262,271,318,302,253,330,191,282,252,386,287,301,493,272,274,144,123,290,257,184,219,181,228,245,242,406,351,212,243,238,210,390
"MED134_11556",1589,1645,3207,3123,3229,2518,3832,1986,3252,1882,3710,1262,1312,2271,1533,1271,1223,915,2968,2841,1737,1815,1452,1958,1746,1635,2333,1626,1422,1630,1517,1468,2342
"MED134_11561",1758,1751,2123,4310,4005,3767,5304,3225,3706,2712,3452,1826,2004,3427,2204,1977,1444,1270,1982,4309,2045,3655,2596,2343,2338,2399,3591,2311,1864,2337,2325,2109,3239
"MED134_11566",1362,1273,1353,2978,2825,2245,3468,2049,2918,1945,2795,1558,1483,2751,1825,1553,1126,945,1281,2845,1493,2329,1594,1904,1883,1710,3164,1998,1539,2171,2107,1890,2667
"MED134_11571",1366,1488,1056,3202,3298,2479,3801,2051,3935,2176,3465,1836,1841,3488,1885,1598,1158,836,1216,2766,1353,1876,1726,2319,2043,1999,3932,2576,1842,2365,2462,2175,3188
"MED134_11576",8712,8980,8799,20295,19203,16149,23972,13348,18880,11997,17075,6898,6364,11713,8320,8385,7222,5327,8054,18566,9515,13311,11130,11992,11741,10665,13336,8348,7263,10158,9854,9221,13544
"MED134_11581",10494,10513,11402,23544,22644,19556,28089,16895,19520,14620,20978,10836,11167,19692,14852,12050,8945,7098,10136,22496,14121,18655,15704,13307,13190,13537,17219,12236,10864,13670,13671,12374,17764
"MED134_11586",1737,1767,1653,3754,3854,3199,4700,2714,3816,2832,3969,1510,1518,2600,2756,2247,1366,1263,1614,3808,2168,3127,2538,2638,2725,2762,2232,1622,1982,2557,2662,2455,3576
"MED134_11591",1168,1295,966,2278,2676,1651,2579,1384,3123,1865,2972,3273,3006,5686,3929,2717,907,621,1155,1885,921,1167,1135,2178,1853,1746,3504,2680,2248,2536,2356,2421,4116
"MED134_11596",503,564,777,601,678,494,705,412,653,451,741,470,487,842,669,529,422,378,826,601,368,470,414,462,481,533,656,532,446,522,489,444,804
"MED134_11601",2624,2799,2322,3628,3917,2891,4238,2359,4568,2829,4080,2512,2627,4590,3377,2498,2063,1529,2537,3452,1692,2135,2106,3420,2922,2939,2892,2202,2319,3170,2973,2729,4316
"MED134_11606",1077,660,1353,2747,2205,1791,3144,2051,1487,1926,1155,1245,876,1761,1606,1880,908,974,1060,2724,1326,2384,1813,1219,1449,1321,1971,1193,997,936,821,804,1778
"MED134_11611",583,601,550,1504,1415,1371,1861,973,1615,1149,1264,1060,1273,2122,1181,1099,475,369,623,1315,870,895,958,1078,1021,1032,1423,1036,894,1385,1331,1199,1880
"MED134_11616",2023,1961,2493,3737,3547,3098,4673,2875,3399,2413,2866,2025,2169,3810,2808,2230,1524,1424,2123,3785,2097,2888,2668,2253,2232,2165,2817,1991,1872,2710,2819,2482,3584
"MED134_11621",2838,2868,2808,5505,5462,4562,6550,3983,5207,3530,5140,3387,3590,6053,4576,3466,2199,1767,2743,5035,2956,3546,3794,3583,3249,3346,4255,3230,3033,3871,3859,3463,5478
"MED134_17321",354,391,737,535,591,472,678,390,740,494,711,612,579,1016,838,580,310,265,793,509,343,462,337,432,487,569,865,487,482,744,717,655,972
"MED134_11626",952,933,1053,1377,1461,1049,1715,962,1777,1102,1584,1491,1178,2411,1945,1391,747,632,1136,1520,784,1136,835,1103,1217,1188,1913,1123,1068,1846,1754,1619,2298
"MED134_11631",2865,3002,2571,5144,5527,3645,6144,3507,6163,4103,6182,6121,5242,10757,7813,5883,2317,1891,2684,5013,2328,3792,2885,4670,4464,4426,6895,5043,4683,6883,6961,6315,8917
"MED134_11636",15655,15374,15695,22064,24246,16342,25914,15283,24781,16291,19233,10325,9963,18980,16424,13585,13309,10602,15093,23746,11025,15188,14598,18007,17400,16798,14207,9201,11239,16263,16250,14306,21273
"MED134_11641",2490,2701,2891,4130,4282,2855,4912,2990,4244,3403,3541,2529,2278,4360,3698,3667,1825,1585,2649,4682,2418,3265,3173,3478,3747,3609,3967,2433,2737,3539,3542,3091,4725
"MED134_11646",493,521,490,588,785,476,833,452,687,464,720,418,458,867,607,540,297,278,485,609,335,407,422,540,551,605,509,487,434,626,496,461,872
"MED134_11651",3017,3145,2975,4196,4601,3341,4829,2778,5227,3153,4329,3395,3479,6025,4120,3338,2661,1884,2955,4233,2141,2695,3031,3880,3670,3478,4419,3179,3099,4198,4318,3663,5250
"MED134_11656",45,63,65,78,110,65,128,55,123,92,157,134,138,255,167,123,30,36,79,66,28,54,49,113,85,82,192,158,114,152,149,161,199
"MED134_11661",804,745,739,1051,1135,864,1378,900,998,962,1255,1085,977,1918,1661,1568,608,639,717,1198,708,1042,748,912,969,969,1564,1030,1097,1521,1427,1317,1961
"MED134_11666",1750,2042,1853,4702,4247,4024,6129,3026,4302,2701,3788,2424,2214,4046,3291,1746,1845,1287,1686,4416,2018,2804,2988,2395,2744,2446,1842,1808,1585,1768,1756,1677,2858
"MED134_11671",2190,2578,2964,6047,5024,4864,8699,4001,4369,2946,3876,1478,1277,2788,2715,1663,2126,1891,2193,5785,3124,3662,4295,2654,2869,2777,1713,1410,1463,2358,2279,1987,3385
"MED134_11676",607,726,712,1794,1426,1489,2665,1033,1416,904,1260,340,412,792,747,397,603,500,635,1510,906,846,1154,832,790,876,472,403,407,632,589,535,981
"MED134_11681",1267,1614,1610,4090,3475,2993,5323,2388,3921,2265,3049,990,897,1947,1742,1213,1446,1007,1284,3584,1991,2149,2536,2085,2114,2063,1359,1119,1003,1584,1604,1443,2353
"MED134_11686",618,698,829,1685,1543,1500,2451,1140,1808,1067,1556,587,563,1048,952,693,647,543,641,1613,982,1119,1284,997,1121,1033,710,618,570,868,801,735,1214
"MED134_11691",1356,1601,1426,3844,3530,3053,4880,2300,4311,2407,3571,862,814,1637,1481,1033,1518,990,1201,3431,1782,2266,2434,2461,2284,2324,1024,863,873,1367,1366,1243,1956
"MED134_11696",1337,1644,1534,4114,3639,3370,5439,2408,4584,2599,3753,1007,941,1892,1900,1166,1355,998,1361,3743,1770,2166,2363,2708,2604,2504,1293,857,1048,1690,1708,1555,2316
"MED134_11701",314,393,426,1154,1052,1242,1644,764,1403,779,1148,303,410,662,545,343,354,241,387,1046,561,693,769,784,808,780,439,280,368,505,459,497,726
"MED134_11706",1413,1628,1737,4215,4043,3457,5493,2749,4607,2780,3761,1061,1105,2140,2195,1411,1300,975,1369,3898,2144,2513,2926,2805,2863,2662,1441,1119,1365,2060,1973,1777,2712
"MED134_11711",649,812,841,2018,2078,2020,2672,1377,2536,1488,2135,532,704,1041,985,674,695,527,714,1944,1062,1127,1338,1446,1490,1506,806,575,681,979,980,893,1449
"MED134_11716",2365,2929,2841,7542,7061,6353,10080,4684,8563,4904,6937,2008,2080,3768,3599,2394,2520,1846,2307,6839,3402,4005,4654,5323,5427,4820,2696,1979,2267,3372,3251,3072,4803
"MED134_11721",1868,2140,2142,4706,4381,3845,6035,3082,4884,3295,4056,1853,1775,3560,2951,2429,1878,1223,1680,4563,2486,2885,3341,3383,3413,3009,2974,2100,2026,2759,2605,2474,3990
"MED134_11726",375,506,618,895,780,613,1097,501,942,545,789,480,410,746,693,557,341,273,395,821,503,578,634,576,637,568,781,575,533,633,562,510,884
"MED134_11731",620,744,663,1259,1351,866,1695,781,1376,849,1250,874,659,1585,1365,944,536,444,650,1258,624,733,689,941,911,832,1130,666,757,1025,998,989,1534
"MED134_11736",574,620,594,1064,1051,632,1228,638,1027,734,871,921,668,1620,1347,1247,428,376,532,997,627,740,700,749,810,704,1358,856,849,1077,1089,1056,1592
"MED134_11741",403,421,940,1683,1531,1498,2296,932,1644,1144,1487,318,318,604,475,325,401,307,744,1581,954,1149,1310,1236,1362,1263,412,378,268,492,480,434,630
"MED134_11746",231,305,299,1078,950,947,1461,626,1049,618,870,172,222,366,261,199,292,187,238,947,479,600,700,844,881,744,312,220,168,277,296,226,408
"MED134_11751",503,607,638,1935,1708,1565,2628,1121,2006,1226,1758,385,385,712,546,442,478,333,499,1625,1003,1048,1359,1486,1447,1360,563,468,403,574,566,488,864
"MED134_11756",1258,1371,5550,3695,4487,2663,4601,2384,5217,3464,4905,3420,3017,6100,4897,3823,1101,978,4722,3393,2331,2612,2117,3841,3616,3555,4806,3556,3321,4529,4346,3887,6268
"MED134_11761",2002,2091,5853,4525,5235,3899,5827,3240,6877,4739,7134,4525,4729,8413,6012,5013,1825,1783,4964,4630,3217,3798,3148,5224,5227,5418,6091,4685,4343,6019,5952,5373,8381
"MED134_11771",390,393,708,759,748,543,820,488,852,627,715,712,605,1212,1007,995,299,300,514,800,400,609,548,586,717,621,1071,717,756,859,723,824,1302
"MED134_11776",578,660,627,1154,1300,1052,1484,977,1594,1123,1327,1097,1356,2144,1674,1469,494,426,671,1202,613,827,958,1232,1170,1192,1598,1213,1250,1782,1778,1608,2417
"MED134_11781",1233,1285,1023,2449,2611,2070,2931,1963,3274,2264,2727,1731,1870,3403,2471,2014,1163,836,1239,2493,1179,1658,1858,2489,2296,2357,2613,1920,1908,2782,2668,2459,3753
"MED134_11786",3873,3802,5325,8466,8764,6405,10518,6452,9879,7649,7521,10768,9521,17923,13881,14431,3138,3051,4337,10637,4226,7696,6070,7898,8922,8481,14754,9195,11692,12771,12714,11072,16317
"MED134_11791",697,676,1142,1352,1414,1345,1883,1352,1001,1013,910,1498,1608,2614,2079,2576,515,646,887,1759,985,1476,1396,933,1062,1014,2682,1937,1834,2020,1683,1579,2820
"MED134_11796",9672,12458,8725,12458,14395,9376,14563,8470,18503,10474,16568,7908,8134,15482,7921,6025,8128,5855,10740,11334,5604,7028,6455,12560,10519,10437,12363,10401,6498,8145,8256,7310,11232
"MED134_11801",226,239,183,418,518,355,551,289,560,402,521,448,470,877,561,470,169,131,217,433,235,270,293,436,377,394,592,476,399,497,485,472,722
"MED134_11806",116,108,158,94,133,60,101,69,102,83,178,127,105,257,190,146,89,89,168,81,88,108,59,78,99,85,174,124,111,116,106,97,240
"MED134_11811",26,35,82,39,44,46,69,26,46,25,41,111,82,156,147,156,35,23,36,37,26,26,62,27,32,29,145,97,134,128,126,124,197
"MED134_11816",585,646,497,514,477,370,637,322,352,241,372,316,309,558,359,224,429,318,535,505,253,348,341,243,245,259,324,252,191,291,256,237,394
"MED134_11821",366,406,468,457,516,341,558,317,499,320,405,430,440,822,486,362,295,221,451,450,262,318,284,299,361,327,641,439,364,407,362,351,671
"MED134_11826",242,283,358,358,373,280,416,242,420,275,370,922,950,1741,973,870,197,180,303,349,183,259,271,298,302,271,1502,1000,804,949,892,811,1372
"MED134_11831",309,263,447,380,339,324,533,298,357,300,298,1337,1600,2717,1537,1427,163,198,293,517,258,419,403,325,371,358,2065,1284,1741,1703,1672,1467,1931
"MED134_11836",16201,16827,13598,17308,18837,11787,20280,10791,17725,11158,14790,6316,6037,12333,9249,7943,12961,9594,14415,17257,8661,10250,10836,13852,12505,11161,9229,6383,7426,10793,11138,9660,15037
"MED134_17364",459,437,579,1307,1257,920,1634,978,1026,831,1158,677,538,1105,942,935,360,307,505,1308,1012,1027,1028,714,722,729,1039,661,776,779,747,645,1181
"MED134_11846",1216,1298,1188,2978,2941,2735,4229,2074,2827,1968,3089,2280,2613,4407,3436,2600,1012,751,1153,2844,1588,2240,1804,1929,1921,1995,3277,2050,2215,3030,3087,2743,4332
"MED134_11851",1323,1291,1178,2232,2645,1815,2743,1634,3372,2301,3179,2277,2372,4169,2719,2777,944,803,1197,2393,1169,1719,1583,2640,2490,2536,3758,2687,2367,3464,3283,2965,4262
"MED134_11856",1924,2162,1736,3093,3410,2324,3625,2033,4111,2647,4047,3932,3837,6964,5382,4136,1610,1227,1824,2818,1627,2012,1936,3157,2734,2813,4963,3870,3512,4879,4643,4418,6536
"MED134_11861",360,378,287,722,853,740,977,593,865,679,923,933,1138,1857,1329,952,293,225,317,673,386,572,494,655,652,782,988,833,766,1142,893,863,1362
"MED134_11866",2552,2735,2378,4103,4402,3407,4706,2805,5263,3275,4840,3095,3156,5551,3647,3347,2089,1625,2556,3933,2228,2910,2549,3565,3536,3492,4729,3171,2696,3445,3239,3247,5098
"MED134_11871",939,1058,971,1534,1540,1320,1862,1082,1710,1064,1413,1944,1949,3530,2528,1934,772,606,882,1445,775,964,1096,1182,1046,1135,2187,1738,1669,1474,1214,1373,3129
"MED134_11876",520,603,473,866,872,609,960,488,1124,585,914,1146,988,2068,1462,1013,438,305,503,732,394,441,472,773,652,622,1281,1054,902,1090,973,1065,1799
"MED134_11881",1510,1585,1367,2280,2760,1972,2895,1672,3142,1929,3056,2707,2848,5326,3718,2784,1111,895,1473,2351,1192,1444,1403,2315,1967,1982,3086,2366,2542,3300,3314,2995,4483
"MED134_11886",10824,8768,10008,16607,16999,13638,18922,14929,16127,13017,13792,11014,10281,17132,13738,16178,8900,8085,7409,20490,8238,14520,11294,13536,14014,11813,20982,10188,12056,15580,16033,14262,18887
"MED134_11891",6932,6867,6070,10795,10693,7179,12779,7500,10713,9025,10369,8828,7165,14509,11413,12048,5676,4791,5209,11572,6729,9598,7453,8772,9933,8619,15303,9261,8306,12504,12352,11019,15532
"MED134_11896",7204,8170,7811,12505,14121,9043,15238,7870,16805,10401,16377,11520,11013,21757,17485,13352,5834,4505,7984,12023,5878,7877,6842,12317,11486,11038,15359,11139,11820,17517,17624,15814,23799
"MED134_11906",1735,2379,2889,2667,3351,2774,3714,1827,1108,1233,3318,2881,3108,5073,7561,3194,1659,1324,2564,2351,1461,1281,2436,1194,1225,1594,1412,1475,2643,3664,3583,3196,4862
"MED134_11911",1898,2494,2255,2330,2282,1540,2565,1359,972,611,887,1008,795,1507,3587,1229,1928,1333,2142,2347,1225,949,2198,720,631,616,558,404,1202,1964,1930,1722,2828
"MED134_11916",1417,1906,1713,1977,1862,1318,2102,1129,860,500,639,375,428,763,1753,967,1510,1102,1521,1925,973,840,1787,631,587,572,420,245,870,1549,1594,1389,2434
"MED134_11921",1155,1567,1419,1613,1565,1034,1636,936,724,424,616,383,425,806,1741,918,1255,863,1240,1636,884,739,1388,537,482,481,417,273,815,1453,1460,1426,2030
"MED134_11926",1937,2359,2464,2636,2300,1760,2755,1603,1103,633,827,525,536,946,2305,1418,2026,1556,2036,2952,1375,1299,2454,838,803,758,562,321,1241,2144,2122,1870,2820
"MED134_11931",1583,2174,2005,2140,1928,1463,2290,1350,940,621,853,478,483,954,2172,1166,1681,1171,1755,2076,1322,985,2149,721,633,639,465,300,1122,2053,2004,1817,2679
"MED134_11936",1339,1833,1762,1856,1762,1332,1952,1173,864,560,732,399,420,771,1736,973,1433,1036,1479,1925,1015,829,1706,671,569,574,400,229,944,1629,1639,1466,2180
"MED134_11941",1499,2010,1871,1926,1950,1270,2099,1147,932,577,785,462,487,930,1978,1155,1532,1097,1505,2049,1047,872,1726,724,633,629,524,291,1074,1879,1976,1661,2609
"MED134_11946",2353,3101,3026,3024,2741,2096,3130,1909,1295,884,1143,732,854,1424,2914,1736,2369,1684,2342,3310,1751,1583,2945,1044,941,943,896,507,1580,2635,2610,2341,3526
"MED134_11951",521,614,777,818,782,667,1067,674,529,471,506,396,382,741,922,879,397,441,551,1011,561,691,880,460,582,513,491,375,671,795,670,598,1158
"MED134_11956",2261,2774,2993,2934,3407,2546,4361,1937,2260,1263,1879,1884,1885,3687,3628,2994,1904,1666,2714,2603,1472,1842,1774,1586,1828,1556,2681,1682,2430,3231,3234,2952,4988
"MED134_11961",7899,8758,7421,10625,12090,8800,12604,7135,6172,3847,5411,5188,6055,10395,10171,8371,6289,4700,7320,8507,4417,5874,6352,5459,5543,4592,7485,5241,7620,9969,9959,8937,13087
"MED134_11966",4252,4622,4351,5878,6238,3995,6734,3689,3559,2322,3009,5064,4372,8898,6893,5802,3600,2810,4179,4700,2631,3611,3180,3129,3165,2503,8193,4784,4655,7482,7575,6560,9552
"MED134_11971",13799,14966,17671,16380,16786,13945,20450,11420,9310,6394,10281,23170,25042,43815,34020,19234,10526,10510,14847,13710,7717,11316,10745,8940,8379,7929,23497,19284,17888,24715,23960,21055,32645
"MED134_11976",14819,15544,13438,21352,21551,18036,25269,14444,13234,11096,32212,43245,47567,79111,61632,28148,13253,9631,13068,15341,9260,11820,12597,14748,12755,12604,34667,35699,27653,33830,34964,30765,43067
"MED134_11981",2520,2706,2461,3238,3846,2808,4103,2453,3940,2544,3385,2383,2508,4380,3570,2973,2136,1666,2452,3325,1721,2322,2245,2841,2712,2691,3325,2228,2535,2948,2679,2710,4344
"MED134_11986",1194,1362,1472,1558,1791,1321,1961,1054,1972,1227,1739,1463,1513,2587,2036,1672,910,802,1352,1661,878,1158,993,1469,1322,1492,1878,1296,1372,1901,1812,1635,2625
"MED134_11991",2874,2528,3661,4041,4453,4063,5021,3670,4317,3661,3339,2765,3025,4646,3760,3964,2148,2166,2881,4652,2169,3732,2866,3624,3680,3598,4337,2518,2896,3953,3781,3323,4843
"MED134_11996",5616,5775,5104,8084,9057,6043,9320,5794,9343,6453,8471,5389,4974,9567,7730,6538,4334,3564,5034,7857,3656,5205,4712,7163,6822,6373,6939,4798,5329,7254,7427,6655,9355
"MED134_12001",978,1108,1072,2129,2492,2132,3022,1398,2135,1348,2549,1325,1470,2555,1853,1240,718,569,937,1811,828,1204,971,1322,1192,1404,1565,1046,1187,1374,1371,1350,2235
"MED134_12006",1984,2322,1925,2364,3020,2059,3162,1643,3153,2035,3679,1612,1601,2961,2180,1507,1482,1241,2124,2340,1381,1847,1375,2150,2035,2291,2005,1413,1364,1465,1364,1420,2556
"MED134_12011",3131,3129,2956,4058,4668,3010,4692,3028,4653,3280,4053,2304,2189,4191,2432,2226,2501,2002,2999,4131,1986,2801,3017,3607,3516,3732,2844,2118,1881,2531,2414,2237,3328
"MED134_12016",849,791,930,1261,1370,894,1305,986,1242,1037,1005,466,442,822,480,539,678,627,915,1315,687,980,1228,953,1087,1051,675,559,404,552,471,456,715
"MED134_12021",376,502,422,688,748,614,940,484,827,493,890,435,397,756,433,404,335,211,393,659,480,413,466,602,521,592,537,416,300,326,339,324,640
"MED134_12026",2765,2927,3341,5233,5327,4075,6368,4018,4566,3268,3543,2562,2338,4189,3905,3533,2303,1886,2891,5674,3122,4060,3541,3195,3279,3289,3406,2105,2425,3619,3694,3376,4614
"MED134_12031",5617,5707,6229,9536,9591,7248,11265,6641,7870,5528,6975,6849,6040,11285,9991,7072,4638,3822,5717,9684,4754,6828,6119,5817,5681,5594,6917,4885,5364,7132,7103,6542,9746
"MED134_12036",1257,1387,1480,2616,2634,2167,3246,1748,3338,2108,2991,2372,2489,4269,3857,2875,1078,808,1522,2515,1497,1618,1728,2285,2171,2407,2733,2041,2451,3497,3645,3220,4814
"MED134_12041",2129,2623,2205,4593,5149,4032,5683,3002,6375,3675,5992,4875,5422,9336,7391,5441,1609,1223,2378,4258,2360,2590,2676,4064,3510,3905,5636,3926,5173,7004,6913,6055,9757
"MED134_12046",29241,31510,23754,54811,58437,42234,65314,34209,67135,37070,60408,50678,47709,90964,65363,47520,23922,17901,25788,49859,22323,30430,26779,43634,39063,37332,63829,40154,41673,62752,64131,56878,80183
"MED134_12051",3448,3376,4279,5123,5653,4404,6753,3893,5518,4067,5278,4897,4738,8853,5860,4952,2627,2523,3945,5694,2954,4402,3650,4119,4162,4269,6495,4417,3987,5631,5588,5017,7643
"MED134_12056",6523,6911,6131,10222,11611,8748,13898,8118,11795,7832,10622,10011,10302,19343,13086,10519,4990,4317,5925,11400,5329,8546,7219,8471,9236,9387,11736,8617,10381,11367,10363,9345,15581
"MED134_12061",1877,1824,2078,2323,2679,1886,3171,1862,2606,1774,2300,1550,1490,2654,2092,1714,1373,1301,1810,2607,1440,2007,1668,2148,1923,1909,1794,1244,1371,1817,1798,1586,2667
"MED134_12066",14194,16977,13002,24316,26245,18444,30625,17490,22840,15155,22197,20962,21475,42244,32499,22494,13193,10828,14690,23898,12258,15255,16318,17135,17044,16279,24730,19203,20109,31169,30213,26719,41147
"MED134_12071",24463,28659,26055,42617,43190,29434,49310,27322,38669,25829,33845,35012,31540,63066,53697,40473,22968,17690,26073,42513,21391,27827,25384,28734,29029,26428,46641,29829,31564,50792,51646,46051,67008
"MED134_12076",2024,2482,2029,3500,3547,2764,4044,2198,4447,2431,3450,2419,2464,4449,3372,2229,1901,1411,2302,3257,1641,1768,1877,2896,2637,2577,2604,1932,2029,2695,2884,2488,3807
"MED134_12081",1466,1781,1534,2378,2503,2121,2901,1565,2944,1593,2146,1317,1479,2473,1939,1396,1213,925,1612,2337,1114,1252,1278,1891,1743,1793,1625,1072,1212,1718,1772,1697,2548
"MED134_12086",1193,1433,1080,2062,2250,1750,2608,1202,3066,1494,2333,1637,1695,3037,2007,1452,1073,711,1217,1841,874,1061,1000,1958,1683,1519,1929,1204,1311,2007,1942,1934,2769
"MED134_12091",2503,2832,2494,4512,4956,4226,5607,3176,5794,3363,5335,4822,5756,8799,6480,3878,2163,1466,2630,4235,2097,2565,2651,3799,3436,3479,5088,3652,3946,5161,5177,4809,6888
"MED134_12096",2141,2033,2399,3797,4002,2983,4727,2777,4387,3251,4120,3506,3433,6576,4775,3721,1516,1357,2214,3898,2074,3012,2599,3332,3277,3144,4580,3171,3142,4426,4389,4077,6018
"MED134_12101",666,692,872,1187,1325,1016,1589,924,1488,1236,1447,1217,1120,2334,1886,1854,485,493,777,1361,861,1171,853,1104,1238,1306,1761,1266,1206,1346,1160,1264,2345
"MED134_12106",2123,1951,2346,3033,3285,2477,3699,2424,3570,2616,2991,2128,2075,3632,2552,2654,1709,1574,2035,3318,1934,2774,2156,2678,2886,2672,3335,2255,2113,2701,2676,2464,3434
"MED134_12111",1643,1596,2439,2695,2954,1851,3079,1911,3341,2513,3089,2123,1767,3579,2489,2428,1427,1340,2292,2962,1590,2413,1795,2485,2757,2657,3238,2359,1812,2194,1951,1958,3093
"MED134_12116",2066,2235,2066,2847,3487,2292,3313,2017,3736,2391,3777,3648,3681,6580,4450,2929,1760,1296,2083,2765,1370,1836,1730,2827,2553,2727,3637,2989,2682,3341,3040,2876,4506
"MED134_12121",599,657,697,872,1032,744,1162,579,1369,870,1116,812,793,1559,1150,989,498,367,661,939,515,648,529,1106,948,1107,1193,913,722,1247,1200,1044,1571
"MED134_12126",1937,2171,1945,2543,2993,1916,3050,1778,3021,1881,2452,2090,1856,3686,3097,2334,1613,1225,1994,2682,1395,1734,1784,2221,2243,2083,2831,2076,1949,2856,2852,2547,4178
"MED134_12131",5418,6251,5699,7827,8618,5514,9079,5130,8263,5243,7468,5716,5007,9905,8535,6419,5128,3958,5902,7712,4049,4840,5027,6151,6148,5713,7320,5393,5550,7730,7480,6938,10529
"MED134_12136",21315,24799,21630,28422,30769,18334,31473,17717,42882,28009,34684,32513,30798,61095,40132,35095,22130,16941,27158,35082,17884,20748,23497,37373,35197,34107,50187,38013,33472,44603,45580,39712,59820
"MED134_12141",780,949,801,1493,1713,1230,1889,1028,1858,1188,1957,1407,1419,2491,2053,1495,530,435,708,1289,673,867,860,1252,1163,1234,1640,1322,1243,1448,1381,1286,2286
"MED134_12146",776,953,840,1638,1799,1447,1935,1023,2118,1199,1982,1647,1643,2854,2312,1604,696,462,768,1339,774,851,1022,1426,1263,1282,1825,1481,1430,1863,1725,1645,2346
"MED134_12151",1303,1389,915,2486,2623,2029,2989,1519,3125,1702,2567,2141,1971,3671,2762,2225,1080,751,917,2263,963,1324,1348,2185,1834,1642,2376,1705,1856,2635,2700,2489,3400
"MED134_12156",39,71,43,51,60,57,85,34,63,40,74,60,49,120,71,61,50,24,52,61,28,44,39,54,54,54,80,44,47,71,70,66,98
"MED134_12161",87,112,98,91,100,73,152,66,127,74,98,80,76,154,121,72,64,33,107,84,55,54,63,74,79,64,107,58,67,108,86,78,141
"MED134_17434",16,35,44,33,34,17,55,24,40,22,48,33,20,57,47,31,27,16,48,26,25,26,19,16,27,21,46,26,21,20,27,22,34
"MED134_12166",655,611,668,1036,1198,1023,1285,834,1125,766,1103,1189,1448,2154,1663,1161,500,364,686,1027,544,726,718,803,709,767,1175,921,1014,1257,1432,1208,1629
"MED134_12171",489,470,472,886,946,734,1129,582,1066,727,1008,881,929,1661,1231,957,348,314,461,813,444,568,550,888,793,870,1059,795,800,992,926,915,1375
"MED134_12176",3850,4067,5048,5866,6551,4306,6536,4141,7636,4771,6751,5082,5065,8828,7119,6526,3091,2513,4451,5996,3149,4000,3893,5384,5348,5226,7485,5526,6325,6766,6699,6363,9999
"MED134_12181",1722,1874,1710,2226,2439,1820,2765,1656,3027,1871,2586,2029,1883,3481,2655,2411,1444,1168,1750,2348,1267,1646,1526,2248,2173,2209,3107,2138,1913,2933,2938,2620,3736
"MED134_12186",4393,4760,3720,6082,6785,4247,7044,3993,8264,4752,7122,4592,4269,8339,6110,4974,3690,2754,4051,5809,2733,3779,3416,6070,5576,5076,6139,4430,4569,6785,7024,6088,8237
"MED134_12191",7788,7078,6872,8808,9829,6850,9875,6693,9531,6791,7775,3953,3885,7118,4988,4939,6788,5849,6979,9115,4681,6640,6266,7492,7223,6639,6223,4200,4281,5818,5872,5386,8312
"MED134_12196",5115,5133,5024,5559,6602,4207,7043,3906,6755,4330,5723,3473,3122,6360,4775,3923,4216,3301,5340,5698,2759,3872,3150,4921,4783,4441,4667,3152,3155,4413,4410,4050,6068
